app,priority,status,source_text,translated_text,refs
erpnext,P1,missing,Ignore Default Payment Terms Template,Ignorer le modèle de conditions de paiement par défaut,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json
erpnext,P1,missing,Ignore Empty Stock,Ignorer le stock vide,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.js:143
erpnext,P1,missing,Implementation Partner,Partenaire de mise en œuvre,erpnext/setup/setup_wizard/data/sales_partner_type.txt:6
erpnext,P1,missing,Import Data,Importer des données,erpnext/setup/workspace/home/home.json erpnext/setup/workspace/settings/settings.json
erpnext,P1,missing,Import Using CSV file,Importer à l'aide d'un fichier CSV,erpnext/public/js/utils/serial_no_batch_selector.js:217 erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:84
erpnext,P1,missing,In Process,En cours,erpnext/crm/doctype/lead/lead.json erpnext/manufacturing/doctype/production_plan/production_plan.json erpnext/manufacturing/doctype/work_order/work_order.json erpnext/stock/doctype/quality_inspection/quality_inspection.json
erpnext,P1,missing,In Transit Transfer,En transfert en transit,erpnext/stock/doctype/material_request/material_request.js:487
erpnext,P1,missing,In Transit Warehouse,Dans l'entrepôt de transit,erpnext/stock/doctype/material_request/material_request.js:456
erpnext,P1,missing,"In this section, you can define Company-wide transaction-related defaults for this Item. Eg. Default Warehouse, Default Price List, Supplier, etc.","Dans cette section, vous pouvez définir les valeurs par défaut liées aux transactions à l'échelle de l'entreprise pour cet article. Par exemple. Entrepôt par défaut, liste de prix par défaut, fournisseur, etc.",erpnext/stock/doctype/item/item.js:1079
erpnext,P1,missing,Inch,Pouce,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Inch Pound-Force,Pouce Livre-Force,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Inch/Minute,Pouce/minute,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Inch/Second,Pouce/seconde,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Inches Of Mercury,Pouces de mercure,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Include Expired Batches,Inclure les lots expirés,erpnext/stock/report/available_batch_report/available_batch_report.js:80
erpnext,P1,missing,Include Zero Stock Items,Inclure les articles sans stock,erpnext/stock/report/stock_balance/stock_balance.js:131
erpnext,P1,missing,Incoming Rate (Costing),Taux entrant (coût),erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json
erpnext,P1,missing,Incompatible Setting Detected,Paramètre incompatible détecté,erpnext/stock/doctype/stock_settings/stock_settings.js:68
erpnext,P1,missing,Incorrect Check in (group) Warehouse for Reorder,Enregistrement incorrect dans l'entrepôt (groupe) pour réapprovisionnement,erpnext/stock/doctype/item/item.py:532
erpnext,P1,missing,Incorrect Component Quantity,Quantité de composants incorrecte,erpnext/stock/doctype/stock_entry/stock_entry.py:935
erpnext,P1,missing,Incorrect Invoice,Facture incorrecte,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:135
erpnext,P1,missing,Incorrect Payment Type,Type de paiement incorrect,erpnext/accounts/doctype/payment_entry/payment_entry.py:354
erpnext,P1,missing,Incorrect Reference Document (Purchase Receipt Item),Document de référence incorrect (article de reçu d'achat),erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:108
erpnext,P1,missing,Incorrect Serial and Batch Bundle,Lot de séries et de lots incorrect,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.json
erpnext,P1,missing,Incorrect Stock Value Report,Rapport sur la valeur des stocks incorrect,erpnext/stock/report/incorrect_stock_value_report/incorrect_stock_value_report.json
erpnext,P1,missing,Incorrect Type of Transaction,Type de transaction incorrect,erpnext/stock/serial_batch_bundle.py:136
erpnext,P1,missing,Individual Stock Ledger Entry cannot be cancelled.,L’écriture comptable de stock individuelle ne peut pas être annulée.,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:347
erpnext,P1,missing,Initialize Summary Table,Initialiser le tableau récapitulatif,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json
erpnext,P1,missing,Insufficient Stock for Batch,Stock insuffisant pour le lot,erpnext/stock/stock_ledger.py:2217
erpnext,P1,missing,Inter Company Sales Order,Commande client intersociétés,erpnext/buying/doctype/purchase_order/purchase_order.js:486
erpnext,P1,missing,Interest and/or dunning fee,Intérêts et/ou frais de relance,erpnext/accounts/doctype/payment_entry/payment_entry.py:3053
erpnext,P1,missing,Internal,Interne,erpnext/setup/setup_wizard/operations/install_fixtures.py:300
erpnext,P1,missing,Internal Sales Order,Commande client interne,erpnext/buying/doctype/purchase_order/purchase_order.js:485
erpnext,P1,missing,Internal Supplier for company {0} already exists,Le fournisseur interne de la société {0} existe déjà,erpnext/buying/doctype/supplier/supplier.py:180
erpnext,P1,missing,Internal Transfers,Transferts internes,erpnext/accounts/doctype/sales_invoice/sales_invoice_dashboard.py:37
erpnext,P1,missing,Internet Publishing,Publication sur Internet,erpnext/setup/setup_wizard/data/industry_type.txt:28
erpnext,P1,missing,Invalid Allocated Amount,Montant alloué non valide,erpnext/accounts/doctype/payment_entry/payment_entry.py:394 erpnext/accounts/doctype/payment_request/payment_request.py:873
erpnext,P1,missing,Invalid Document,Document invalide,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:122
erpnext,P1,missing,Invalid Formula,Formule invalide,erpnext/stock/doctype/quality_inspection/quality_inspection.py:319 erpnext/stock/doctype/quality_inspection/quality_inspection.py:324
erpnext,P1,missing,Invalid Item Defaults,Valeurs par défaut des éléments non valides,erpnext/stock/doctype/item/item.py:1408
erpnext,P1,missing,Invalid Priority,Priorité invalide,erpnext/stock/doctype/putaway_rule/putaway_rule.py:61
erpnext,P1,missing,Invalid Purchase Invoice,Facture d'achat invalide,erpnext/accounts/doctype/payment_entry/payment_entry.py:701
erpnext,P1,missing,Invalid Query,Requête invalide,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:435
erpnext,P1,missing,Invalid Serial and Batch Bundle,Série et lot non valides,erpnext/stock/doctype/stock_entry/stock_entry.py:1669
erpnext,P1,missing,Invalid Source and Target Warehouse,Entrepôt source et cible non valides,erpnext/stock/doctype/stock_entry/stock_entry.py:969 erpnext/stock/doctype/stock_entry/stock_entry.py:991
erpnext,P1,missing,Invalid Warehouse,Entrepôt invalide,erpnext/stock/doctype/putaway_rule/putaway_rule.py:70 erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:256
erpnext,P1,missing,Invalid search query,Requête de recherche invalide,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:435
erpnext,P1,missing,Inventory Account Currency,Devise du compte de stock,erpnext/stock/doctype/item_default/item_default.json
erpnext,P1,missing,Inventory Dimension,Dimension d'inventaire,erpnext/patches/v15_0/refactor_closing_stock_balance.py:43 erpnext/stock/doctype/inventory_dimension/inventory_dimension.json erpnext/stock/doctype/inventory_dimension/inventory_dimension.py:176
erpnext,P1,missing,Inventory Dimension Negative Stock,Dimension d'inventaire Stock négatif,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:160
erpnext,P1,missing,Inventory Dimension key,Clé de dimension d'inventaire,erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json
erpnext,P1,missing,Investment Banking,Banque d'investissement,erpnext/setup/setup_wizard/data/industry_type.txt:29
erpnext,P1,missing,Is Additional Transfer Entry,Est-ce qu'une entrée de transfert supplémentaire,erpnext/stock/doctype/stock_entry/stock_entry.json
erpnext,P1,missing,Is Adjustment Entry,Est-ce que l'entrée d'ajustement,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json
erpnext,P1,missing,Is Cash or Non Trade Discount,Est-ce qu'il s'agit d'une remise en espèces ou non commerciale,erpnext/accounts/doctype/sales_invoice/sales_invoice.json
erpnext,P1,missing,Is Exchange Gain / Loss?,Est-ce un gain/une perte de change ?,erpnext/accounts/doctype/payment_entry_deduction/payment_entry_deduction.json
erpnext,P1,missing,Is Finished Item,Est un article fini,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json
erpnext,P1,missing,Is Group Warehouse,Est un entrepôt de groupe,erpnext/stock/doctype/warehouse/warehouse.json
erpnext,P1,missing,Is Half Day,C'est une demi-journée,erpnext/setup/doctype/holiday/holiday.json erpnext/setup/doctype/holiday_list/holiday_list.json
erpnext,P1,missing,Is Old Subcontracting Flow,Est-ce qu'il s'agit d'un ancien flux de sous-traitance,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json
erpnext,P1,missing,Is Outward,Est vers l'extérieur,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json
erpnext,P1,missing,Is Packed,Est emballé,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json
erpnext,P1,missing,Is Rejected,est rejeté,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json
erpnext,P1,missing,Is Rejected Warehouse,Est un entrepôt rejeté,erpnext/stock/doctype/warehouse/warehouse.json
erpnext,P1,missing,Is Scrap Item,Est un article de rebut,erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json
erpnext,P1,missing,Is Subcontracted Item,Est un article sous-traité,erpnext/stock/doctype/item/item.json
erpnext,P1,missing,Is created using POS,Est créé à l'aide du point de vente,erpnext/accounts/doctype/sales_invoice/sales_invoice.json
erpnext,P1,missing,It can take upto few hours for accurate stock values to be visible after merging items.,Cela peut prendre jusqu'à quelques heures pour que les valeurs de stock précises soient visibles après la fusion des articles.,erpnext/stock/doctype/item/item.py:589
erpnext,P1,missing,"It's not possible to distribute charges equally when total amount is zero, please set 'Distribute Charges Based On' as 'Quantity'",Il n'est pas possible de répartir les frais de manière égale lorsque le montant total est nul. Veuillez définir « Répartir les frais en fonction de » sur « Quantité ».,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:171
erpnext,P1,missing,Item Group wise Discount,Remise par groupe d'articles,erpnext/setup/doctype/authorization_rule/authorization_rule.json
erpnext,P1,missing,Item Information,Informations sur l'article,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json
erpnext,P1,missing,Item Lead Time,Délai de livraison de l'article,erpnext/manufacturing/workspace/manufacturing/manufacturing.json erpnext/stock/doctype/item_lead_time/item_lead_time.json
erpnext,P1,missing,"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, Batch, UOM, Qty, and Dates.","Le prix de l'article apparaît plusieurs fois en fonction de la liste de prix, du fournisseur/client, de la devise, de l'article, du lot, de l'UdM, de la quantité et des dates.",erpnext/stock/doctype/item_price/item_price.py:140
erpnext,P1,missing,Item Warehouse based reposting has been enabled.,La republication basée sur l'entrepôt d'articles a été activée.,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.py:85
erpnext,P1,missing,Item and Warehouse,Article et entrepôt,erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json
erpnext,P1,missing,Item rate has been updated to zero as Allow Zero Valuation Rate is checked for item {0},Le taux de l'article a été mis à jour à zéro car l'option Autoriser le taux de valorisation nul est cochée pour l'article {0}.,erpnext/stock/doctype/stock_entry/stock_entry.py:1074
erpnext,P1,missing,Item valuation rate is recalculated considering landed cost voucher amount,Le taux de valorisation des articles est recalculé en tenant compte du montant du bon de livraison,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js:9
erpnext,P1,missing,Item valuation reposting in progress. Report might show incorrect item valuation.,Réédition de la valorisation des articles en cours. Le rapport peut afficher une évaluation d'article incorrecte.,erpnext/stock/utils.py:559
erpnext,P1,missing,Item {0} is already reserved/delivered against Sales Order {1}.,L'article {0} est déjà réservé/livré contre la commande client {1}.,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:608
erpnext,P1,missing,Item {0} must be a Non-Stock Item,L'article {0} doit être un article non stocké,erpnext/stock/get_item_details.py:347
erpnext,P1,missing,Item {0} not found in 'Raw Materials Supplied' table in {1} {2},Article {0} introuvable dans le tableau « Matières premières fournies » dans {1} {2},erpnext/stock/doctype/stock_entry/stock_entry.py:1407
erpnext,P1,missing,Item {0} not found.,Article {0} introuvable.,erpnext/stock/doctype/item_price/item_price.py:56
erpnext,P1,missing,Item {} does not exist.,L'élément {} n'existe pas.,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:1434
erpnext,P1,missing,Item/Item Code required to get Item Tax Template.,Article/Code d'article requis pour obtenir le modèle de taxe sur l'article.,erpnext/stock/get_item_details.py:714
erpnext,P1,missing,Items & Pricing,Articles et prix,erpnext/buying/workspace/buying/buying.json
erpnext,P1,missing,Items Catalogue,Catalogue d'articles,erpnext/stock/workspace/stock/stock.json
erpnext,P1,missing,Items rate has been updated to zero as Allow Zero Valuation Rate is checked for the following items: {0},Le taux des articles a été mis à jour à zéro car Autoriser le taux de valorisation zéro est coché pour les articles suivants : {0},erpnext/stock/doctype/stock_entry/stock_entry.py:1070
erpnext,P1,missing,Items to Be Repost,Éléments à republier,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json
erpnext,P1,missing,Items to Order and Receive,Articles à commander et à recevoir,erpnext/buying/workspace/buying/buying.json
erpnext,P1,missing,JAN,JAN,erpnext/stock/doctype/item_barcode/item_barcode.json
erpnext,P1,missing,Joining,Adhésion,erpnext/setup/doctype/employee/employee.json
erpnext,P1,missing,Joule,Joule,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Joule/Meter,Joule/mètre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kelvin,Kelvin,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kg,Kilogrammes,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kiloampere,Kiloampère,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilocalorie,Kilocalorie,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilocoulomb,Kilocoulomb,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilogram-Force,Kilogramme-Force,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilogram/Cubic Centimeter,Kilogramme/Centimètre Cube,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilogram/Cubic Meter,Kilogramme/mètre cube,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilogram/Litre,Kilogramme/Litre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilohertz,Kilohertz,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilojoule,Kilojoule,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilometer,Kilomètre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilometer/Hour,Kilomètre/heure,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilopascal,Kilopascal,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilopond,Kilopond,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilopound-Force,Kilopound-Force,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilowatt,Kilowatt,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kilowatt-Hour,Kilowatt-heure,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Kip,Kip,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Knot,Noeud,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,LIFO,LIFO,erpnext/setup/doctype/company/company.json erpnext/stock/doctype/item/item.json erpnext/stock/doctype/stock_settings/stock_settings.json
erpnext,P1,missing,Landed Cost,Coût au débarquement,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json
erpnext,P1,missing,Landed Cost Id,ID du coût global,erpnext/stock/report/landed_cost_report/landed_cost_report.py:18
erpnext,P1,missing,Landed Cost Report,Rapport sur les coûts au débarquement,erpnext/stock/report/landed_cost_report/landed_cost_report.json
erpnext,P1,missing,Landed Cost Vendor Invoice,Facture fournisseur au prix d'approche,erpnext/stock/doctype/landed_cost_vendor_invoice/landed_cost_vendor_invoice.json
erpnext,P1,missing,"Last Name, Email or Phone/Mobile of the user are mandatory to continue.","Le nom de famille, l'e-mail ou le téléphone/mobile de l'utilisateur sont obligatoires pour continuer.",erpnext/stock/doctype/shipment/shipment.js:275
erpnext,P1,missing,Latitude,Latitude,erpnext/assets/doctype/location/location.json erpnext/stock/doctype/delivery_stop/delivery_stop.json
erpnext,P1,untranslated_copy,Lead,Plomb,erpnext/crm/doctype/crm_settings/crm_settings.json erpnext/crm/doctype/email_campaign/email_campaign.json erpnext/crm/doctype/lead/lead.json erpnext/crm/doctype/prospect_lead/prospect_lead.json erpnext/crm/report/lead_details/lead_details.js:33 erpnext/crm/report/lead_details/lead_details.py:18 erpnext/crm/report/prospects_engaged_but_not_converted/prospects_engaged_but_not_converted.js:8 erpnext/crm/report/prospects_engaged_but_not_converted/prospects_engaged_but_not_converted.py:28 erpnext/crm/workspace/crm/crm.json erpnext/public/js/communication.js:25 erpnext/setup/workspace/home/home.json erpnext/support/doctype/issue/issue.json
erpnext,P1,missing,Learn Inventory Management,Apprendre la gestion des stocks,erpnext/stock/workspace/stock/stock.json
erpnext,P1,missing,Learn Procurement,Apprendre l'approvisionnement,erpnext/buying/workspace/buying/buying.json
erpnext,P1,missing,Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,Entité juridique/filiale avec un plan comptable distinct appartenant à l'organisation.,erpnext/setup/doctype/company/company.json
erpnext,P1,missing,Lft,Gauche,erpnext/accounts/doctype/account/account.json erpnext/setup/doctype/company/company.json
erpnext,P1,missing,Limit timeslot for Stock Reposting,Limiter le créneau horaire pour la republication des stocks,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json
erpnext,P1,missing,Limits don't apply on,Les limites ne s'appliquent pas,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json
erpnext,P1,missing,Link with Customer,Lien avec le client,erpnext/buying/doctype/supplier/supplier.js:127
erpnext,P1,missing,Linked with submitted documents,Lié aux documents soumis,erpnext/stock/doctype/item/item.py:997
erpnext,P1,missing,Linking to Customer Failed. Please try again.,Échec de la liaison avec le client. Veuillez réessayer.,erpnext/buying/doctype/supplier/supplier.js:219
erpnext,P1,missing,Litre,Litre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Litre-Atmosphere,Litre-Atmosphère,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Locked,Fermé,erpnext/stock/doctype/delivery_stop/delivery_stop.json
erpnext,P1,missing,Log the selling and buying rate of an Item,Enregistrez le taux de vente et d'achat d'un article,erpnext/stock/doctype/item_price/item_price.json
erpnext,P1,missing,Logo,Logo,erpnext/setup/doctype/sales_partner/sales_partner.json erpnext/stock/doctype/manufacturer/manufacturer.json
erpnext,P1,missing,Longitude,Longitude,erpnext/assets/doctype/location/location.json erpnext/stock/doctype/delivery_stop/delivery_stop.json
erpnext,P1,missing,MPS,MPS,erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/manufacturing/doctype/sales_forecast/sales_forecast_dashboard.py:9 erpnext/manufacturing/doctype/work_order/work_order.json erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:51
erpnext,P1,missing,Make Lead Time,Faire un délai de livraison,erpnext/stock/doctype/item/item.js:584
erpnext,P1,missing,Make Return Entry,Effectuer une entrée de retour,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:327 erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:127
erpnext,P1,missing,Make {0} Variant,Créer une variante {0},erpnext/stock/doctype/item/item.js:692
erpnext,P1,missing,Make {0} Variants,Créer des variantes {0},erpnext/stock/doctype/item/item.js:694
erpnext,P1,missing,Manage,Gérer,erpnext/assets/doctype/asset/asset.js:100 erpnext/assets/doctype/asset/asset.js:108 erpnext/assets/doctype/asset/asset.js:116 erpnext/assets/doctype/asset/asset.js:124 erpnext/assets/doctype/asset/asset.js:132 erpnext/assets/doctype/asset/asset.js:146 erpnext/assets/doctype/asset/asset.js:156 erpnext/assets/doctype/asset/asset.js:166 erpnext/assets/doctype/asset/asset.js:182 erpnext/setup/doctype/company/company.js:161 erpnext/setup/doctype/company/company.js:172
erpnext,P1,missing,Manager,Directeur,erpnext/setup/setup_wizard/data/designation.txt:20
erpnext,P1,missing,Managing Director,Directeur général,erpnext/setup/setup_wizard/data/designation.txt:21
erpnext,P1,missing,Mandatory Accounting Dimension,Dimension comptable obligatoire,erpnext/accounts/doctype/pos_profile/pos_profile.py:100
erpnext,P1,missing,Mandatory Field,Champ obligatoire,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1805
erpnext,P1,missing,Mandatory Section,Section obligatoire,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json
erpnext,P1,missing,Manual Inspection,Inspection manuelle,erpnext/stock/doctype/quality_inspection/quality_inspection.json erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json
erpnext,P1,missing,Manufacturers used in Items,Fabricants utilisés dans les articles,erpnext/stock/doctype/manufacturer/manufacturer.json
erpnext,P1,missing,Manufacturing Time,Temps de fabrication,erpnext/stock/doctype/item_lead_time/item_lead_time.json
erpnext,P1,missing,Marketing,Commercialisation,erpnext/setup/doctype/company/company.py:442
erpnext,P1,missing,Marketing Specialist,Spécialiste du marketing,erpnext/setup/setup_wizard/data/designation.txt:23
erpnext,P1,missing,Mass Mailing,Envoi de masse,erpnext/setup/setup_wizard/data/marketing_source.txt:7
erpnext,P1,missing,Material Returned from WIP,Matériel retourné par WIP,erpnext/stock/doctype/stock_entry/stock_entry_list.js:13
erpnext,P1,missing,Material Transfer (In Transit),Transfert de matériel (en transit),erpnext/stock/doctype/material_request/material_request.js:160
erpnext,P1,missing,Max Discount (%),Remise maximale (%),erpnext/stock/doctype/item/item.json
erpnext,P1,missing,Maximum Net Rate,Tarif net maximum,erpnext/stock/doctype/item_tax/item_tax.json
erpnext,P1,missing,Maximum Value,Valeur maximale,erpnext/stock/doctype/item_quality_inspection_parameter/item_quality_inspection_parameter.json erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json
erpnext,P1,missing,Megacoulomb,Mégacoulomb,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Megagram/Litre,Mégagramme/Litre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Megahertz,Mégahertz,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Megajoule,Mégajoule,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Megawatt,Mégawatt,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Messaging CRM Campagin,Campagne CRM de messagerie,erpnext/setup/install.py:127
erpnext,P1,missing,Meter,Mètre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Meter Of Water,Mètre d'eau,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Meter/Second,Mètre/seconde,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Microbar,Microbarre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Microgram,Microgramme,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Microgram/Litre,Microgramme/Litre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Micrometer,Micromètre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Microsecond,Microseconde,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Mile,Mile,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Mile (Nautical),Mile (nautique),erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Mile/Hour,Mile/heure,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Mile/Minute,Mille/minute,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Mile/Second,Mile/seconde,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milibar,Milibar,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milliampere,Milliampère,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millicoulomb,Millicoulomb,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milligram,Milligramme,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milligram/Cubic Centimeter,Milligramme/Centimètre Cube,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milligram/Cubic Meter,Milligramme/mètre cube,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milligram/Cubic Millimeter,Milligramme/Millimètre Cube,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Milligram/Litre,Milligramme/Litre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millihertz,Millihertz,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millilitre,Millilitre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millimeter,Millimètre,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millimeter Of Mercury,Millimètre de Mercure,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millimeter Of Water,Millimètre d'eau,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Millisecond,Milliseconde,erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,"Min Value: {0}, Max Value: {1}, in Increments of: {2}","Valeur minimale : {0}, valeur maximale : {1}, par incréments de : {2}",erpnext/stock/doctype/item/item.js:846
erpnext,P1,missing,Minimum Net Rate,Tarif net minimum,erpnext/stock/doctype/item_tax/item_tax.json
erpnext,P1,missing,Minimum Value,Valeur minimale,erpnext/stock/doctype/item_quality_inspection_parameter/item_quality_inspection_parameter.json erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json
erpnext,P1,missing,Minute,Minute,erpnext/quality_management/doctype/quality_meeting_minutes/quality_meeting_minutes.json erpnext/setup/setup_wizard/data/uom_data.json
erpnext,P1,missing,Missing,Manquant,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:1435
erpnext,P1,missing,Missing Asset,Actif manquant,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:405
erpnext,P1,missing,Missing Default in Company,Défaut manquant dans l'entreprise,erpnext/accounts/doctype/payment_entry/payment_entry.py:1213
erpnext,P1,missing,Missing Filters,Filtres manquants,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:44
erpnext,P1,missing,Missing Finished Good,Manquant Fini Bon,erpnext/stock/doctype/stock_entry/stock_entry.py:1604
erpnext,P1,missing,Missing Formula,Formule manquante,erpnext/stock/doctype/quality_inspection/quality_inspection.py:304
erpnext,P1,missing,Missing Item,Article manquant,erpnext/stock/doctype/stock_entry/stock_entry.py:942
erpnext,P1,missing,Motion Picture & Video,Films et vidéos,erpnext/setup/setup_wizard/data/industry_type.txt:32
erpnext,P1,missing,Multiple POS Opening Entry,Entrée d'ouverture de plusieurs points de vente,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1170
erpnext,P1,missing,Multiple Warehouse Accounts,Plusieurs comptes d'entrepôt,erpnext/stock/doctype/warehouse/warehouse.py:152
