app,priority,status,source_text,translated_text,refs
erpnext,P3,missing,Disabled Account Selected,Compte désactivé sélectionné,erpnext/accounts/general_ledger.py:149
erpnext,P3,missing,Disabled pricing rules since this {} is an internal transfer,Règles de tarification désactivées car il s'agit de {} un transfert interne,erpnext/controllers/accounts_controller.py:903
erpnext,P3,missing,Disabled tax included prices since this {} is an internal transfer,Prix ​​handicapés taxes comprises puisqu'il s'agit d'un {} transfert interne,erpnext/controllers/accounts_controller.py:917
erpnext,P3,missing,Disassemble Qty cannot be less than or equal to <b>0</b>.,La quantité à démonter ne peut pas être inférieure ou égale à <b>0</b>.,erpnext/manufacturing/doctype/work_order/work_order.js:443
erpnext,P3,missing,Discount Amount in Transaction,Montant de la remise dans la transaction,erpnext/accounts/report/calculated_discount_mismatch/calculated_discount_mismatch.py:58
erpnext,P3,missing,Discount Percentage can be applied either against a Price List or for all Price List.,"Le pourcentage de remise peut être appliqué soit à une liste de prix, soit à toutes les listes de prix.",erpnext/accounts/doctype/pricing_rule/pricing_rule.js:42
erpnext,P3,missing,Discount Percentage in Transaction,Pourcentage de remise dans la transaction,erpnext/accounts/report/calculated_discount_mismatch/calculated_discount_mismatch.py:52
erpnext,P3,missing,Discount Validity Based On,Validité de la remise basée sur,erpnext/accounts/doctype/payment_schedule/payment_schedule.json erpnext/accounts/doctype/payment_term/payment_term.json erpnext/accounts/doctype/payment_terms_template_detail/payment_terms_template_detail.json
erpnext,P3,missing,Discrepancy between General and Payment Ledger,Écart entre le grand livre général et le grand livre des paiements,erpnext/accounts/doctype/ledger_health_monitor/ledger_health_monitor.json
erpnext,P3,missing,Discretionary Reason,Raison discrétionnaire,erpnext/accounts/doctype/loyalty_point_entry/loyalty_point_entry.json
erpnext,P3,missing,Display Name,Nom d'affichage,erpnext/accounts/doctype/financial_report_row/financial_report_row.json
erpnext,P3,missing,Disposal date {0} cannot be before {1} date {2} of the asset.,La date de cession {0} ne peut pas être antérieure au {1} date {2} du bien.,erpnext/assets/doctype/asset/depreciation.py:826
erpnext,P3,missing,Distribute Additional Costs Based On ,Répartir les coûts supplémentaires en fonction de,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json
erpnext,P3,missing,Distribute Equally,Distribuer équitablement,erpnext/accounts/doctype/budget/budget.json
erpnext,P3,missing,Distribution Frequency,Fréquence de distribution,erpnext/accounts/doctype/budget/budget.json
erpnext,P3,missing,Do you still want to enable immutable ledger?,Souhaitez-vous toujours activer le registre immuable ?,erpnext/accounts/doctype/accounts_settings/accounts_settings.js:15
erpnext,P3,missing,Do you want to submit the stock entry?,Voulez-vous soumettre l’entrée de stock ?,erpnext/manufacturing/doctype/job_card/job_card.js:103
erpnext,P3,missing,Document Type already used as a dimension,Type de document déjà utilisé comme dimension,erpnext/accounts/doctype/accounting_dimension/accounting_dimension.py:65
erpnext,P3,missing,Documents Processed on each trigger. Queue Size should be between 5 and 100,Documents traités à chaque déclencheur. La taille de la file d'attente doit être comprise entre 5 et 100,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Documents: {0} have deferred revenue/expense enabled for them. Cannot repost.,Documents : {0} ont des revenus/dépenses différés activés pour eux. Impossible de republier.,erpnext/accounts/doctype/repost_accounting_ledger/repost_accounting_ledger.py:257
erpnext,P3,missing,Don't Enforce Free Item Qty,N'appliquez pas la quantité d'articles gratuits,erpnext/accounts/doctype/pricing_rule/pricing_rule.json
erpnext,P3,missing,Download CSV Template,Télécharger le modèle CSV,erpnext/public/js/utils/serial_no_batch_selector.js:235
erpnext,P3,missing,Download Required Materials,Télécharger le matériel requis,erpnext/manufacturing/doctype/production_plan/production_plan.json
erpnext,P3,missing,Dr/Cr,Dr/Cr,erpnext/accounts/report/customer_ledger_summary/customer_ledger_summary.py:248
erpnext,P3,missing,Drop Procedures,Procédures de suppression,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Drops existing SQL Procedures and Function setup by Accounts Receivable report,Supprime les procédures SQL existantes et la configuration des fonctions par rapport de comptes clients,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Due Date cannot be after {0},La date d'échéance ne peut pas être postérieure au {0},erpnext/accounts/party.py:703
erpnext,P3,missing,Due Date cannot be before {0},La date d'échéance ne peut pas être antérieure au {0},erpnext/accounts/party.py:679
erpnext,P3,missing,Dunning Amount (Company Currency),Montant de la relance (devise de la société),erpnext/accounts/doctype/dunning/dunning.json
erpnext,P3,missing,Dunning Level,Niveau de relance,erpnext/accounts/doctype/overdue_payment/overdue_payment.json
erpnext,P3,missing,Duplicate Finance Book,Livre de finances en double,erpnext/assets/doctype/asset/asset.py:409
erpnext,P3,missing,Duplicate Operating Component {0} found in Operating Components,Composant d'exploitation en double {0} trouvé dans les composants d'exploitation,erpnext/manufacturing/doctype/workstation/workstation.py:79 erpnext/manufacturing/doctype/workstation_type/workstation_type.py:37
erpnext,P3,missing,Duplicate POS Fields,Champs POS en double,erpnext/accounts/doctype/pos_settings/pos_settings.py:43
erpnext,P3,missing,Duplicate POS Invoices found,Factures PDV en double trouvées,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:104 erpnext/accounts/doctype/pos_invoice_merge_log/pos_invoice_merge_log.py:64
erpnext,P3,missing,Duplicate Sales Invoices found,Factures de vente en double trouvées,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.py:157
erpnext,P3,missing,Edit BOM,Modifier la nomenclature,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:528
erpnext,P3,missing,Edit Note,Modifier la note,erpnext/public/js/utils/crm_activities.js:186
erpnext,P3,missing,Either 'Selling' or 'Buying' must be selected,Vous devez sélectionner « Vente » ou « Acheter »,erpnext/accounts/doctype/promotional_scheme/promotional_scheme.py:147
erpnext,P3,missing,Either Workstation or Workstation Type is mandatory,Le poste de travail ou le type de poste de travail est obligatoire,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:290 erpnext/public/js/bom_configurator/bom_configurator.bundle.js:441
erpnext,P3,missing,"Email Address must be unique, it is already used in {0}","L'adresse email doit être unique, elle est déjà utilisée dans {0}",erpnext/crm/doctype/lead/lead.py:164
erpnext,P3,missing,Email verification failed.,La vérification de l'e-mail a échoué.,erpnext/crm/doctype/appointment/appointment.py:114
erpnext,P3,missing,Employee Benefits Obligation,Obligation en matière d’avantages sociaux,erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py:184 erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py:322
erpnext,P3,missing,Employee User Id,Identifiant d'utilisateur de l'employé,erpnext/telephony/doctype/call_log/call_log.json
erpnext,P3,missing,Employee {0} does not belong to the company {1},L'employé {0} n'appartient pas à l'entreprise {1},erpnext/assets/doctype/asset_movement/asset_movement.py:79 erpnext/assets/doctype/asset_movement/asset_movement.py:100
erpnext,P3,missing,Employee {0} is currently working on another workstation. Please assign another employee.,L'employé {0} travaille actuellement sur un autre poste de travail. Veuillez affecter un autre employé.,erpnext/manufacturing/doctype/job_card/job_card.py:310
erpnext,P3,missing,Enable Automatic Party Matching,Activer la correspondance automatique des parties,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Enable Fuzzy Matching,Activer la correspondance floue,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Enable Health Monitor,Activer le moniteur de santé,erpnext/accounts/doctype/ledger_health_monitor/ledger_health_monitor.json
erpnext,P3,missing,Enable Immutable Ledger,Activer le grand livre immuable,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Enable this checkbox even if you want to set the zero priority,Cochez cette case même si vous souhaitez définir la priorité zéro,erpnext/accounts/doctype/pricing_rule/pricing_rule.json
erpnext,P3,missing,"Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation",Activez cette option pour calculer l'amortissement quotidien en considérant le nombre total de jours dans toute la période d'amortissement (y compris les années bissextiles) tout en utilisant l'amortissement quotidien au prorata.,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Enable to apply SLA on every {0},Activer l'application du SLA à chaque {0},erpnext/support/doctype/service_level_agreement/service_level_agreement.js:34
erpnext,P3,missing,Enabling the check box will fetch timesheet on select of a Project in Sales Invoice,L'activation de la case à cocher récupérera la feuille de temps lors de la sélection d'un projet dans la facture de vente.,erpnext/projects/doctype/projects_settings/projects_settings.json
erpnext,P3,missing,Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,L'activation de cette case à cocher forcera chaque journal de temps de carte de travail à avoir De l'heure et À l'heure,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json
erpnext,P3,missing,Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,L'activation de cette option garantit que chaque facture d'achat a une valeur unique dans le champ N° de facture fournisseur au cours d'un exercice financier particulier.,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Enabling this will change the way how cancelled transactions are handled.,L'activation de cette option modifiera la façon dont les transactions annulées sont traitées.,erpnext/accounts/doctype/accounts_settings/accounts_settings.js:11
erpnext,P3,missing,End of the current subscription period,Fin de la période d'abonnement en cours,erpnext/accounts/doctype/subscription/subscription.json
erpnext,P3,missing,Enforce Time Logs,Appliquer les journaux de temps,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json
erpnext,P3,missing,Enter Company Details,Entrez les détails de l'entreprise,erpnext/public/js/print.js:51
erpnext,P3,missing,Enter Manually,Entrer manuellement,erpnext/public/js/utils/serial_no_batch_selector.js:201
erpnext,P3,missing,Enter Serial Nos,Entrez les numéros de série,erpnext/public/js/utils/serial_no_batch_selector.js:279
erpnext,P3,missing,Enter Visit Details,Entrez les détails de la visite,erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js:96
erpnext,P3,missing,Enter a name for Routing.,Entrez un nom pour le routage.,erpnext/manufacturing/doctype/routing/routing.js:88
erpnext,P3,missing,"Enter a name for the Operation, for example, Cutting.","Entrez un nom pour l'opération, par exemple Couper.",erpnext/manufacturing/doctype/operation/operation.js:20
erpnext,P3,missing,Enter date to scrap asset,Saisissez la date de mise au rebut de l'actif,erpnext/assets/doctype/asset/asset.js:804
erpnext,P3,missing,Enter each serial no in a new line,Entrez chaque numéro de série dans une nouvelle ligne,erpnext/public/js/utils/serial_no_batch_selector.js:282
erpnext,P3,missing,Enter the Bank Guarantee Number before submitting.,Entrez le numéro de garantie bancaire avant de soumettre.,erpnext/accounts/doctype/bank_guarantee/bank_guarantee.py:51
erpnext,P3,missing,"Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.

 After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.","Entrez l'opération, le tableau récupérera automatiquement les détails de l'opération comme le taux horaire, le poste de travail.

 Après cela, définissez la durée de fonctionnement en minutes et le tableau calculera les coûts de fonctionnement en fonction du taux horaire et de la durée de fonctionnement.",erpnext/manufacturing/doctype/routing/routing.js:93
erpnext,P3,missing,Enter the name of the Beneficiary before submitting.,Entrez le nom du bénéficiaire avant de soumettre.,erpnext/accounts/doctype/bank_guarantee/bank_guarantee.py:53
erpnext,P3,missing,Enter the name of the bank or lending institution before submitting.,Entrez le nom de la banque ou de l'établissement prêteur avant de soumettre.,erpnext/accounts/doctype/bank_guarantee/bank_guarantee.py:55
erpnext,P3,missing,Enter the quantity of the Item that will be manufactured from this Bill of Materials.,Entrez la quantité de l'article qui sera fabriqué à partir de cette nomenclature.,erpnext/manufacturing/doctype/bom/bom.js:935
erpnext,P3,missing,Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,Saisissez la quantité à fabriquer. Les éléments de matière première seront récupérés uniquement lorsque cette option est définie.,erpnext/manufacturing/doctype/work_order/work_order.js:1133
erpnext,P3,missing,Error during caller information update,Erreur lors de la mise à jour des informations sur l'appelant,erpnext/telephony/doctype/call_log/call_log.py:195
erpnext,P3,missing,Error in party matching for Bank Transaction {0},Erreur dans la correspondance des parties pour la transaction bancaire {0},erpnext/accounts/doctype/bank_transaction/bank_transaction.py:307
erpnext,P3,missing,Error while posting depreciation entries,Erreur lors de la comptabilisation des écritures d'amortissement,erpnext/assets/doctype/asset/depreciation.py:317
erpnext,P3,missing,"Error: This asset already has {0} depreciation periods booked.
					The `depreciation start` date must be at least {1} periods after the `available for use` date.
					Please correct the dates accordingly.","Erreur : Ce bien a déjà {0} périodes d'amortissement comptabilisées.
					La date de « début de l'amortissement » doit être au moins {1} périodes après la date de « mise en service ».
					Veuillez corriger les dates en conséquence.",erpnext/assets/doctype/asset_depreciation_schedule/deppreciation_schedule_controller.py:176
erpnext,P3,missing,"Even if there are multiple Pricing Rules with highest priority, then following internal priorities are applied:","Même s'il existe plusieurs règles de tarification avec la priorité la plus élevée, les priorités internes suivantes sont appliquées :",erpnext/accounts/doctype/pricing_rule/pricing_rule.js:48
erpnext,P3,missing,Example URL,Exemple d'URL,erpnext/accounts/doctype/currency_exchange_settings/currency_exchange_settings.json
erpnext,P3,missing,Excess Materials Consumed,Excédent de matériaux consommés,erpnext/manufacturing/report/work_order_consumed_materials/work_order_consumed_materials.js:55
erpnext,P3,missing,Excess Transfer,Transfert excédentaire,erpnext/manufacturing/doctype/job_card/job_card.py:1012
erpnext,P3,missing,Exchange Gain Or Loss,Gain ou perte de change,erpnext/accounts/doctype/journal_entry/journal_entry.json
erpnext,P3,missing,Exchange Gain/Loss amount has been booked through {0},Le montant du gain/perte de change a été comptabilisé via {0},erpnext/controllers/accounts_controller.py:1769 erpnext/controllers/accounts_controller.py:1853
erpnext,P3,missing,Excluded Fee,Frais exclus,erpnext/accounts/doctype/bank_transaction/bank_transaction.json
erpnext,P3,missing,Exempt Supplies,Fournitures exonérées,erpnext/regional/report/uae_vat_201/uae_vat_201.py:67
erpnext,P3,missing,Exempted Role,Rôle exempté,erpnext/accounts/doctype/accounting_period/accounting_period.json
erpnext,P3,missing,Expected,Attendu,erpnext/accounts/report/deferred_revenue_and_expense/deferred_revenue_and_expense.py:444
erpnext,P3,missing,Expected End Date should be less than or equal to parent task's Expected End Date {0}.,La date de fin prévue doit être inférieure ou égale à la date de fin prévue {0} de la tâche parent.,erpnext/projects/doctype/task/task.py:114
erpnext,P3,missing,Expected Time Required (In Mins),Temps requis prévu (en minutes),erpnext/manufacturing/doctype/job_card/job_card.json
erpnext,P3,missing,Extended Bank Statement,Relevé bancaire étendu,erpnext/accounts/doctype/bank_transaction/bank_transaction.json
erpnext,P3,missing,Extra Consumed Qty,Quantité consommée supplémentaire,erpnext/manufacturing/report/work_order_consumed_materials/work_order_consumed_materials.py:148
erpnext,P3,missing,Extra Job Card Quantity,Quantité de fiche de travail supplémentaire,erpnext/manufacturing/doctype/job_card/job_card.py:227
erpnext,P3,missing,Extra Material Transfer,Transfert de matériel supplémentaire,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json
erpnext,P3,missing,FG / Semi FG Item,Article FG/Semi FG,erpnext/manufacturing/doctype/bom_operation/bom_operation.json
erpnext,P3,missing,Failed Entries,Entrées échouées,erpnext/bulk_transaction/doctype/bulk_transaction_log/bulk_transaction_log.js:17
erpnext,P3,missing,Failed to parse MT940 format. Error: {0},Échec de l'analyse du format MT940. Erreur : {0},erpnext/accounts/doctype/bank_statement_import/bank_statement_import.py:164
erpnext,P3,missing,Failed to post depreciation entries,Échec de la validation des écritures d'amortissement,erpnext/assets/doctype/asset/asset.js:221
erpnext,P3,missing,Failure Description,Description de l'échec,erpnext/accounts/doctype/pos_closing_entry/pos_closing_entry.json
erpnext,P3,missing,Failure: {0},Échec : {0},erpnext/accounts/doctype/payment_request/payment_request.js:37
erpnext,P3,missing,Fetch Based On,Récupérer basé sur,erpnext/public/js/utils/serial_no_batch_selector.js:384
erpnext,P3,missing,Fetch Latest Exchange Rate,Récupérer le dernier taux de change,erpnext/crm/doctype/opportunity/opportunity.js:117
erpnext,P3,missing,Fetch Overdue Payments,Récupérer les paiements en retard,erpnext/accounts/doctype/dunning/dunning.js:61
erpnext,P3,missing,Fetch Timesheet in Sales Invoice,Récupérer la feuille de temps dans la facture de vente,erpnext/projects/doctype/projects_settings/projects_settings.json
erpnext,P3,missing,Fetch Valuation Rate for Internal Transaction,Récupérer le taux de valorisation pour la transaction interne,erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Fetching Error,Erreur de récupération,erpnext/edi/doctype/code_list/code_list_import.py:27
erpnext,P3,missing,Fetching Material Requests...,Récupération des demandes de matériel...,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:198
erpnext,P3,missing,Fetching Sales Orders...,Récupération des commandes client...,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:145
erpnext,P3,missing,Fetching exchange rates ...,Récupération des taux de change...,erpnext/accounts/doctype/dunning/dunning.js:135 erpnext/public/js/controllers/transaction.js:1476
erpnext,P3,missing,Fetching...,Récupération...,erpnext/manufacturing/page/bom_comparison_tool/bom_comparison_tool.js:72
erpnext,P3,missing,Filter by Reference Date,Filtrer par date de référence,erpnext/accounts/doctype/bank_reconciliation_tool/bank_reconciliation_tool.json
erpnext,P3,missing,Filter on Invoice,Filtrer sur la facture,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.json
erpnext,P3,missing,Filter on Payment,Filtrer sur le paiement,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.json
erpnext,P3,missing,Filters for Material Requests,Filtres pour les demandes de matériel,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:158
erpnext,P3,missing,Filters for Sales Orders,Filtres pour les commandes client,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:92
erpnext,P3,missing,Filters missing,Filtres manquants,erpnext/accounts/report/invalid_ledger_entries/invalid_ledger_entries.py:74
erpnext,P3,missing,Final BOM,Nomenclature finale,erpnext/manufacturing/doctype/job_card/job_card.json
erpnext,P3,missing,Final Product,Produit final,erpnext/manufacturing/doctype/bom_creator/bom_creator.json erpnext/manufacturing/doctype/job_card/job_card.json
erpnext,P3,missing,Financial Ratios,Ratios financiers,erpnext/accounts/report/financial_ratios/financial_ratios.json
erpnext,P3,missing,Financial Report Row,Ligne du rapport financier,erpnext/accounts/doctype/financial_report_row/financial_report_row.json
erpnext,P3,missing,Financial Report Template,Modèle de rapport financier,erpnext/accounts/doctype/financial_report_template/financial_report_template.json
erpnext,P3,missing,Financial Report Template {0} is disabled,Le modèle de rapport financier {0} est désactivé,erpnext/accounts/doctype/financial_report_template/financial_report_engine.py:242
erpnext,P3,missing,Financial Report Template {0} not found,Modèle de rapport financier {0} introuvable,erpnext/accounts/doctype/financial_report_template/financial_report_engine.py:239
erpnext,P3,missing,Financial Year Begins On,L'exercice financier commence le,erpnext/public/js/setup_wizard.js:48
erpnext,P3,missing,Financial reports will be generated using GL Entry doctypes (should be enabled if Period Closing Voucher is not posted for all years sequentially or missing) ,Les rapports financiers seront générés à l'aide des types de documents d'entrée GL (doivent être activés si le bon de clôture de période n'est pas validé pour toutes les années de manière séquentielle ou est manquant),erpnext/accounts/doctype/accounts_settings/accounts_settings.json
erpnext,P3,missing,Finished Good BOM,Terminé Bon Nomenclature,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json
erpnext,P3,missing,Finished Good Item,Bon article fini,erpnext/public/js/utils.js:817 erpnext/subcontracting/doctype/subcontracting_inward_order_service_item/subcontracting_inward_order_service_item.json erpnext/subcontracting/doctype/subcontracting_order_service_item/subcontracting_order_service_item.json
erpnext,P3,missing,Finished Good Item Qty,Quantité d'article fini bon,erpnext/public/js/utils.js:835
erpnext,P3,missing,Finished Good Item Quantity,Quantité d'articles finis,erpnext/subcontracting/doctype/subcontracting_inward_order_service_item/subcontracting_inward_order_service_item.json erpnext/subcontracting/doctype/subcontracting_order_service_item/subcontracting_order_service_item.json
erpnext,P3,missing,Finished Good Item is not specified for service item {0},L'article fini n'est pas spécifié pour l'article de service {0},erpnext/controllers/accounts_controller.py:3924
erpnext,P3,missing,Finished Good Item {0} Qty can not be zero,Article bon fini {0} La quantité ne peut pas être nulle,erpnext/controllers/accounts_controller.py:3941
erpnext,P3,missing,Finished Good Item {0} must be a sub-contracted item,L'article fini {0} doit être un article sous-traité,erpnext/controllers/accounts_controller.py:3935
erpnext,P3,missing,Finished Good Serial / Batch,Fini Bon Série / Lot,erpnext/manufacturing/doctype/work_order/work_order.json
erpnext,P3,missing,Finished Good UOM,Terminé Bon UdM,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json
erpnext,P3,missing,Finished Good {0} does not have a default BOM.,Terminé Bon {0} n'a pas de nomenclature par défaut.,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:51
erpnext,P3,missing,Finished Good {0} is disabled.,Terminé Bon {0} est désactivé.,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:46
erpnext,P3,missing,Finished Good {0} must be a stock item.,Le produit fini {0} doit être un article en stock.,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:48
erpnext,P3,missing,Finished Good {0} must be a sub-contracted item.,Le produit fini {0} doit être un article sous-traité.,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:55
erpnext,P3,missing,Finished Goods Based Operating Cost,Coût d'exploitation basé sur les produits finis,erpnext/manufacturing/doctype/bom/bom.json
erpnext,P3,missing,Finished Goods Item,Article de produits finis,erpnext/manufacturing/doctype/bom_creator_item/bom_creator_item.json
erpnext,P3,missing,Finished Goods Reference,Référence des produits finis,erpnext/manufacturing/doctype/bom_creator_item/bom_creator_item.json
erpnext,P3,missing,Finished Goods Return,Retour de produits finis,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.js:165
erpnext,P3,missing,Finished Goods Value,Valeur des produits finis,erpnext/manufacturing/report/process_loss_report/process_loss_report.py:106
erpnext,P3,missing,Finished Goods based Operating Cost,Coût d'exploitation basé sur les produits finis,erpnext/manufacturing/doctype/bom/bom.json
erpnext,P3,missing,First Response Due,Première réponse due,erpnext/support/doctype/issue/issue.json
erpnext,P3,missing,First Response SLA Failed by {},Échec du SLA de première réponse par {},erpnext/support/doctype/issue/test_issue.py:239 erpnext/support/doctype/service_level_agreement/service_level_agreement.py:906
erpnext,P3,missing,Fiscal Year {0} is not available for Company {1}.,L’exercice {0} n’est pas disponible pour la société {1}.,erpnext/accounts/doctype/budget/budget.py:97
erpnext,P3,missing,Fixed Asset Turnover Ratio,Ratio de rotation des immobilisations,erpnext/accounts/report/financial_ratios/financial_ratios.py:211
erpnext,P3,missing,Fixed Asset item {0} cannot be used in BOMs.,L'élément d'immobilisation {0} ne peut pas être utilisé dans les nomenclatures.,erpnext/manufacturing/doctype/bom/bom.py:691
erpnext,P3,missing,Fixed Time,Heure fixe,erpnext/manufacturing/doctype/bom_operation/bom_operation.json
erpnext,P3,missing,Floor,Sol,erpnext/manufacturing/doctype/plant_floor/plant_floor.json
erpnext,P3,missing,Floor Name,Nom de l'étage,erpnext/manufacturing/doctype/plant_floor/plant_floor.json
erpnext,P3,missing,For All Stock Asset Accounts,Pour tous les comptes d'actifs en actions,erpnext/accounts/doctype/journal_entry/journal_entry.json
erpnext,P3,missing,For Item,Pour l'article,erpnext/manufacturing/doctype/plant_floor/plant_floor.js:187 erpnext/manufacturing/doctype/plant_floor/plant_floor.js:211
erpnext,P3,missing,For Item {0} cannot be received more than {1} qty against the {2} {3},"Pour l'article {0}, la quantité ne peut pas être supérieure à {1} contre le {2} {3}",erpnext/controllers/stock_controller.py:1546
erpnext,P3,missing,For Job Card,Pour la carte de travail,erpnext/manufacturing/doctype/job_card/job_card.json
erpnext,P3,missing,For Operation,Pour le fonctionnement,erpnext/manufacturing/doctype/job_card/job_card.js:515 erpnext/manufacturing/doctype/job_card/job_card.json
erpnext,P3,missing,For Raw Materials,Pour les matières premières,erpnext/manufacturing/doctype/production_plan/production_plan.json
erpnext,P3,missing,"For Return Invoices with Stock effect, '0' qty Items are not allowed. Following rows are affected: {0}","Pour les factures de retour avec effet de stock, les articles de quantité « 0 » ne sont pas autorisés. Les lignes suivantes sont concernées : {0}",erpnext/controllers/accounts_controller.py:1435
erpnext,P3,missing,For Work Order,Pour le bon de travail,erpnext/public/js/utils/serial_no_batch_selector.js:125
erpnext,P3,missing,For dunning fee and interest,Pour les frais de relance et les intérêts,erpnext/accounts/doctype/dunning/dunning.json
erpnext,P3,missing,"For item {0}, rate must be a positive number. To Allow negative rates, enable {1} in {2}","Pour l'article {0}, le taux doit être un nombre positif. Pour autoriser les taux négatifs, activez {1} dans {2}",erpnext/controllers/status_updater.py:283
erpnext,P3,missing,For operation {0}: Quantity ({1}) can not be greater than pending quantity({2}),Pour l'opération {0} : la quantité ({1}) ne peut pas être supérieure à la quantité en attente ({2}).,erpnext/manufacturing/doctype/work_order/work_order.py:2524
erpnext,P3,missing,"For project {0}, update your status","Pour le projet {0}, mettez à jour votre statut",erpnext/projects/doctype/project/project.js:208
erpnext,P3,missing,"For projected and forecast quantities, the system will consider all child warehouses under the selected parent warehouse.","Pour les quantités projetées et prévues, le système prendra en compte tous les entrepôts enfants sous l'entrepôt parent sélectionné.",erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json
erpnext,P3,missing,"For the new {0} to take effect, would you like to clear the current {1}?","Pour que le nouveau {0} prenne effet, souhaitez-vous effacer le {1} actuel ?",erpnext/public/js/controllers/transaction.js:1286
erpnext,P3,missing,"For the {0}, no stock is available for the return in the warehouse {1}.","Pour le {0}, aucun stock n'est disponible pour le retour dans l'entrepôt {1}.",erpnext/controllers/stock_controller.py:401
erpnext,P3,missing,"For the {0}, the quantity is required to make the return entry","Pour le {0}, la quantité est nécessaire pour effectuer la saisie du retour",erpnext/controllers/sales_and_purchase_return.py:1123
erpnext,P3,missing,Force-Fetch Subscription Updates,Forcer la récupération des mises à jour des abonnements,erpnext/accounts/doctype/subscription/subscription.js:42
erpnext,P3,missing,Forecast Demand,Demande prévisionnelle,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json
erpnext,P3,missing,Forecast Qty,Quantité prévue,erpnext/manufacturing/doctype/sales_forecast_item/sales_forecast_item.json
erpnext,P3,missing,Forecasting,Prévision,erpnext/manufacturing/workspace/manufacturing/manufacturing.json
erpnext,P3,missing,Forecasting Method,Méthode de prévision,erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json
erpnext,P3,missing,Foreign Currency Translation Reserve,Réserve de conversion des devises étrangères,erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:280 erpnext/accounts/report/consolidated_trial_balance/consolidated_trial_balance.py:281 erpnext/accounts/report/consolidated_trial_balance/test_consolidated_trial_balance.py:88
erpnext,P3,missing,Formula or Account Filter,Filtre de formule ou de compte,erpnext/accounts/doctype/financial_report_row/financial_report_row.json
erpnext,P3,missing,Free Item Rate,Tarif des articles gratuits,erpnext/accounts/doctype/pricing_rule/pricing_rule.json
erpnext,P3,missing,From BOM No,À partir du numéro de nomenclature,erpnext/manufacturing/report/bom_stock_calculated/bom_stock_calculated.py:63 erpnext/manufacturing/report/bom_stock_report/bom_stock_report.py:25
erpnext,P3,missing,From Corrective Job Card,À partir de la fiche de travail corrective,erpnext/manufacturing/doctype/work_order/work_order.json
erpnext,P3,missing,From Date is mandatory,La date de début est obligatoire,erpnext/crm/report/sales_pipeline_analytics/sales_pipeline_analytics.py:27
